lat,lon,location,iamge
51.129952, -2.7334955,"Strode Theatre","TheatreStrode.jpg"
51.130298, -2.7338744,"C Block"
51.130572, -2.7340098,"D Block"
51.130606, -2.7329655,"Reception"
51.130346, -2.7330255,"Caferteria"
